sale_date,sale_price,description,sale_id,lot_id,comments,title,grade,seal_grade,seal_type,variant
2020-08-10,192.0,9.6 A++ SEALED GB NINTENDO 1999 USA,122032,13808,,DONKEY KONG LAND III,9.6,A++,SEALED,False
2021-08-31,840.0,9.8 A+ SEALED PS1 ENIX 2000 USA,312135,70098,Sony Security Label,WORLD OF DRAGON WARRIOR: TORNEKO - THE LAST HOPE,9.8,A+,SEALED,False
2019-11-24,456.0,7.5 A SEALED NES SNK 1988 USA,7212,97115,Oval SOQ TM,IRON TANK  - CAROLINA COLLECTION,7.5,,SEALED,False
2021-08-17,660.0,9.4 A++ SEALED PS1 SQUARESOFT 2000 USA,312133,68100,Sony Security Label,THREADS OF FATE,9.4,A++,SEALED,False
2020-09-28,114.0,6.5 NS GLUE SEAL 2600 ATARI 1978 USA,122039,17885,1978 Green Box,CASINO,6.5,,GLUE SEAL,False
2020-11-22,1020.0,8.5 A++ SEALED GEN ELECTRONIC ARTS 1994 USA,7236,97213,Clamshell,MUTANT LEAGUE HOCKEY,8.5,A++,SEALED,False
2021-06-29,156.0,8.0 NS GLUE SEAL INTV COLECO 1982 USA,312126,70019,1982 Blue box,DONKEY KONG,8.0,,GLUE SEAL,False
2020-03-08,960.0,8.5 B+ SEALED NES ARCADIA 1990 USA,7224,97046,,SILVER SURFER,8.5,B+,SEALED,False
2021-08-10,870.0,6.5 CIB NES NINTENDO 1985 USA,312132,67037,"Hangtab, Sixth Release",SUPER MARIO BROS.,6.5,CIB,,False
2020-07-12,1740.0,9.8 A+ SEALED PS1 NAMCO 1998 USA,7231,97181,Sony Security Label,KLONOA: DOOR TO PHANTOMILE,9.8,A+,SEALED,False
2021-04-05,2880.0,9.6 A++ SEALED G.CUBE 2002 USA,7242,97182,NFR,SUPER MARIO SUNSHINE,9.6,A++,SEALED,False
2020-07-12,1140.0,9.2 A+ SEALED NES NINTENDO 1992 USA,7231,97072,Classic Series,THE LEGEND OF ZELDA,9.2,A+,SEALED,False
2019-01-20,456.0,ZOMBIE NATION,121903,13283,"NES, Meldac, 1991, Complete in Box",ZOMBIE NATION,6.5,CIB,,False
2021-03-01,138.0,9.0 A+ SEALED 2600 ABSOLUTE 1987 USA,122109,12064,1987 Black box,TITLE MATCH PRO WRESTLING,9.0,A+,SEALED,False
2021-04-20,420.0,8.0 B+ SEALED NES LJN 1990 USA,312116,68040,Oval SOQ R,WWF WRESTLEMANIA CHALLENGE,8.0,B+,SEALED,False
2020-02-03,51.0,6.5 CIB GEN SEGA 1991 USA,122005,11918,"Made in Japan, Early Production",SONIC THE HEDGEHOG,6.5,CIB,,False
2021-07-11,960.0,9.4 NS NO SEAL PS1 KONAMI 1999 USA,7261,29269,"Sony Security Label, Early Production",SILENT HILL,9.4,,NO SEAL,False
2019-08-03,960.0,ZOMBIES ATE MY NEIGHBORS,7211,95549,"SNES, Konami, 1993, Seal Rating",ZOMBIES ATE MY NEIGHBORS,9.6,A+,,False
2021-06-15,138.0,9.2 B+ SEALED 400/800 PARKER BROTHERS 1983 USA,312124,68001,,STAR WARS RETURN OF THE JEDI: DEATH STAR BATTLE,9.2,B+,SEALED,False
2021-03-30,15600.0,8.5 A+ SEALED NES NINTENDO 1987 USA,312113,70042,"Orange Bullets, Oval SOQ TM, Later Production",MIKE TYSON'S PUNCH-OUT!!,8.5,A+,SEALED,False
2020-12-14,1440.0,8.5 A SEALED SNES CAPCOM 1992 USA,122050,13895,,STREET FIGHTER II,8.5,,SEALED,False
2021-02-08,228.0,9.2 A SEALED 2600 ACTIVISION 1987 USA,122106,14053,1984 Black box,KUNG-FU MASTER,9.2,,SEALED,False
2020-11-22,900.0,9.2 B+ SEALED SMS SEGA 1987 USA,7236,97200,,ROCKY,9.2,B+,SEALED,False
2020-11-09,120.0,9.6 A+ SEALED PS2 CAPCOM 2004 USA,122045,13837,,WAY OF THE SAMURAI 2,9.6,A+,SEALED,False
2020-11-20,690.0,9.6 A+ SEALED G.CUBE NINTENDO 2006 USA,7236,93062,,THE LEGEND OF ZELDA: TWILIGHT PRINCESS,9.6,A+,SEALED,False
2020-08-10,89.0,8.0 CIB XBOX MICROSOFT 2001 USA,122032,13837,NFR,HALO: COMBAT EVOLVED,8.0,CIB,,False
2019-11-22,4200.0,9.4 A SEALED NES KEMCO 1993 USA,7212,93024,,KID KLOWN IN NIGHT MAYOR WORLD - CAROLINA COLLECTION,9.4,,SEALED,False
2020-11-22,240.0,9.4 A++ SEALED GEN SEGA 1995 USA,7236,97207,Cardboard Slide,ECCO JR.,9.4,A++,SEALED,False
2019-11-17,252.0,6.5 CIB NES NINTENDO 1987 USA,121946,15269,"*Promotional Copy, Includes Letter",MIKE TYSON'S PUNCH-OUT!!,6.5,CIB,,False
2021-08-03,504.0,9.4 A++ SEALED 2600 ACTIVISION 1984 USA,312131,66036,1984 Brown Box,PITFALL II: LOST CAVERNS,9.4,A++,SEALED,False
2021-06-08,720.0,8.0 CIB NES KONAMI 1988 USA,312123,66035,"Rev-A, Round SOQ",CONTRA,8.0,CIB,,False
2020-03-08,1560.0,9.8 A++ SEALED SNES CAPCOM 1994 USA,7224,97076,,X-MEN: MUTANT APOCALYPSE,9.8,A++,SEALED,False
2020-12-14,1860.0,8.0 A SEALED PS1 TAKE-TWO 1998 USA,122050,13919,Sony Security Label,GRAND THEFT AUTO,8.0,,SEALED,False
2021-06-29,930.0,8.0 A SEALED NES CAPCOM 1988 USA,312126,70028,"Oval SOQ TM, With Offer, Later Production",MICKEY MOUSECAPADE,8.0,,SEALED,False
2019-12-29,186.0,6.5 CIB NES SNK 1987 USA,121952,19230,"Hangtab, No Rev-A, First Release",IKARI WARRIORS,6.5,CIB,,False
2020-03-08,1020.0,9.2 B+ SEALED NES HUDSON SOFT 1989 USA,7224,97010,"Rev-A, Round SOQ, Early Production",BOMBERMAN,9.2,B+,SEALED,False
2020-03-06,3120.0,7.0 C+ SEALED NES NINTENDO 1987 USA,7224,93035,"Oval SOQ TM, Later Production",SLALOM,7.0,C+,SEALED,False
2021-03-01,408.0,9.2 NS GLUE SEAL 2600 SEGA 1983 USA,122109,12063,1983 Black box,THUNDERGROUND,9.2,,GLUE SEAL,False
2020-10-05,216.0,9.4 A+ SEALED PS2 SQUARE ENIZ 2004 USA,122040,11947,Steelbook Collector's Edition,FINAL FANTASY XII,9.4,A+,SEALED,False
2020-02-17,216.0,6.0 CIB NES NINTENDO 1990 USA,122007,16061,"""Bros."" Left",SUPER MARIO BROS. 3,6.0,CIB,,False
2020-09-13,2880.0,9.2 A+ SEALED NES NINTENDO 1987 USA,7234,97092,"Oval SOQ TM, Later Release",RAD RACER,9.2,A+,SEALED,False
2021-04-27,720.0,9.0 B+ SEALED NES SUNSOFT 1990 USA,312117,69033,Oval SOQ R,GREMLINS 2: THE NEW BATCH,9.0,B+,SEALED,False
2021-08-31,156.0,9.0 A+ SEALED 2600 ATARI 1984 USA,312135,70011,1988 Silver Box,MILLIPEDE,9.0,A+,SEALED,False
2020-10-12,168.0,9.4 ATARI A++ SEALED 2600 ATARI 1988 USA,122041,13753,1989 Red Box,DEFENDER II,9.4,A++,SEALED,False
2020-08-10,114.0,7.5 A+ SEALED GBC ROCKSTAR 1999 USA,122032,13813,,EVEL KNIEVEL,7.5,A+,SEALED,False
2021-02-08,132.0,9.4 B SEALED PS1 ASC 1999 USA,122106,14117,Sony Security Label,DEAD IN THE WATER,9.4,,SEALED,False
2021-06-15,372.0,9.0 A SEALED NES JALECO 1989 USA,312124,68031,Oval SOQ TM,HOOPS,9.0,,SEALED,False
2020-07-20,104.0,6.0 B+ SEALED NES BANDAI 1990 USA,122029,15827,,DICK TRACY,6.0,B+,SEALED,False
2020-06-22,109.0,9.0 B+ SEALED NES HAL 1989 USA,122025,17953,,AIR FORTRESS,9.0,B+,SEALED,False
2021-03-16,300.0,9.6 A++ SEALED PS1 ATARI 2003 USA,312111,68071,Sony Security Label,DRAGON BALL Z: ULITMATE BATTLE 22,9.6,A++,SEALED,False
2020-12-07,216.0,8.0 A+ SEALED,122049,11704,"Rev-A, Oval SOQ TM, NES Nintendo Various, 1989",DRAGON WARRIOR,8.0,A+,SEALED,False
2019-03-24,301.2,PESTERMINATOR,121912,15276,"NES, Color Dreams, 1990, Seal Rating",PESTERMINATOR,6.0,B+,,False
2020-09-14,240.0,9.4 A+ SEALED 2600 ACTIVISION 1988 USA,122037,13820,Green Box,COMMANDO,9.4,A+,SEALED,False
2020-05-25,240.0,9.4 A+ SEALED GBA NINTENDO 2004 USA,122021,17810,Classic NES Series,METROID,9.4,A+,SEALED,False
2020-06-01,690.0,7.5 A SEALED NES ACCLAIM 1991 USA,122022,11560,,DOUBLE DRAGON III: THE SACRED STONES,7.5,,SEALED,False
2020-11-02,94.0,5.0 B SEALED NES BANDAI 1989 USA,122044,11904,"Rev-A, Round SOQ",BANDAI GOLF CHALLENGE PEBBLE BEACH,5.0,,SEALED,False
2019-04-28,504.0,STARFOX,121917,17270,"SNES, Nintendo, 1993, Seal Rating",STARFOX,9.0,,,False
2020-10-05,360.0,8.5 A SEALED NES KONAMI 1992 USA,122040,11929,,TINY TOON ADVENTURES CARTOON WORKSHOP,8.5,,SEALED,False
2020-05-03,288.0,8.5 CIB NES ENIX 1992 USA,7229,97099,,DRAGON WARRIOR III,8.5,CIB,,False
2021-05-11,360.0,8.5 A++ SEALED N64 LUCASARTS 2000 USA,312119,67060,,STAR WARS EPISODE I: BATTLE FOR NABOO,8.5,A++,SEALED,False
2020-05-25,186.0,9.2 A SEALED NES HI TECH 1990 USA,122021,17797,,ORB-3D,9.2,,SEALED,False
2019-03-24,41.0,SPIDER-MAN: THE MOVIE,121912,15285,"PS2, ActiVision, 2002, Seal Rating",SPIDER-MAN: THE MOVIE,9.4,A+,,False
2021-08-31,204.0,9.2 A SEALED PS2 CAPCOM 2006 USA,312135,70107,,OKAMI,9.2,,SEALED,False
2020-09-13,576.0,9.0 A SEALED GB KEMCO-SEIKA 1990 USA,7234,97119,,THE BUGS BUNNY CRAZY CASTLE,9.0,,SEALED,False
2020-05-11,120.0,8.0 B+ SEALED PS1 CAPCOM 1997 USA,122019,13797,,MEGA MAN X4,8.0,B+,SEALED,False
2019-06-02,114.0,KIRBY'S ADVENTURE FRENCH VERSION,121922,11196,"NES, Nintendo, 1993, Seal Rating",KIRBY'S ADVENTURE,9.4,A++,,False
2020-08-24,63.0,3.5 CIB NES KONAMI 1987 USA,122034,17807,"Hangtab, No Rev-A, First Production",STINGER,3.5,CIB,,False
2020-04-20,94.0,8.0 CIB NES DATA EAST USA,122016,15632,"Hangtab, No Rev-A, Early Production",TAG TEAM WRESTLING,8.0,CIB,,False
2020-10-12,494.4,9.8 A++ SEALED 2600 ATARI 1987 USA,122041,13752,,CROSSBOW,9.8,A++,SEALED,False
2020-10-26,192.0,9.4 A++ SEALED INTV MATTEL ELECTRONICS 1983 USA,122043,18005,1983 Green Box,BUZZ BOMBERS,9.4,A++,SEALED,False
2021-08-10,210.0,7.5 NS GLUE SEAL 2600 20TH CENTURY FOX 1982 USA,312132,67010,1983 Black Box,M*A*S*H,7.5,,GLUE SEAL,False
2021-05-04,960.0,8.5 A+ SEALED GBA NINTENDO 2003 USA,312118,66048,,THE LEGEND OF ZELDA: A LINK TO THE PAST AND FOUR SWORDS,8.5,A+,SEALED,False
2020-07-13,204.0,7.5 CIB NES NINTENDO 1985 USA,122028,13843,"Rev-A, Round SOQ, Mid-Production Carolina Collection",WRECKING CREW,7.5,CIB,,False
2020-08-31,120.0,7.5 A++ SEALED 2600 M-NETWORK 1982 USA,122035,19771,,TRON: DEADLY DISCS,7.5,A++,SEALED,False
2021-07-27,144.0,9.6 A++ SEALED GBA DISNEY 2003 USA,312130,69069,,PIGLET'S BIG GAME,9.6,A++,SEALED,False
2021-07-20,4560.0,7.5 A+ SEALED NES NINTENDO 1990 USA,312129,68051,"""Bros."" Right, Later Production",SUPER MARIO BROS. 3,7.5,A+,SEALED,False
2020-08-17,900.0,8.0 CIB NES NINTENDO 1985 USA,122033,15772,"Hangtab, Mid-Production",SOCCER,8.0,CIB,,False
2020-07-12,810.0,9.0 A SEALED NES LJN 1989 USA,7231,97131,,WHO FRAMED ROGER RABBIT,9.0,,SEALED,False
2020-06-15,204.0,7.0 A+ SEALED NES ABSOLUTE 1991 USA,122024,15758,,SPACE SHUTTLE PROJECT,7.0,A+,SEALED,False
2020-11-23,120.0,8.0 B SEALED NES HAL 1991 USA,122047,17788,Oval SOQ R,KABUKI QUANTUM FIGHTER,8.0,,SEALED,False
2020-12-07,360.0,9.8 A++ SEALED PS1 ACCLAIM 1998 USA,122049,11743,Sony Security Label,FORSAKEN,9.8,A++,SEALED,False
2020-11-30,204.0,9.6 A+ SEALED PS1 EA 1997 USA,122048,19695,Sony Security Label,NBA LIVE 98,9.6,A+,SEALED,False
2021-07-20,456.0,8.5 A SEALED NES CAPCOM 1989 USA,312129,68048,Oval SOQ TM,STRIDER,8.5,,SEALED,False
2020-07-12,870.0,9.8 A++ SEALED 2600 PARKER BROTHERS 1983 USA,7231,97004,,G.I. JOE COBRA STRIKE,9.8,A++,SEALED,False
2020-09-28,132.0,9.0 A++ SEALED 7800 ATARI 1988 USA,122039,17903,Silver Box,TOWER TOPPLER,9.0,A++,SEALED,False
2021-03-09,1140.0,9.4 A++ SEALED PS1 SONY 1998 USA,312110,67090,Sony Security Label,TOMBA!,9.4,A++,SEALED,False
2020-11-02,192.0,9.0 A++ SEALED 7800 ATARI 1990 USA,122044,11901,1990 Silver Box,SCRAPYARD DOG,9.0,A++,SEALED,False
2021-07-11,2640.0,9.6 A+ SEALED PS2 SQUARESOFT 2001 USA,7261,29290,Sony Security Label,FINAL FANTASY X,9.6,A+,SEALED,False
2019-01-20,504.0,SNOW BROTHERS,121903,13290,"NES, Capcom, 1991, Complete in Box",SNOW BROTHERS,7.0,CIB,,False
2019-02-10,45.0,TAZ-MANIA,121906,12917,"GEN, Sega, 1992, Complete in Box",TAZ-MANIA,7.5,CIB,,False
2020-07-06,144.0,6.0 B+ SEALED NES TRADEWEST 1990 USA,122027,11745,,SOLAR JETMAN: HUNT FOR THE GOLDEN WARPSHIP,6.0,B+,SEALED,False
2021-04-27,132.0,7.0 NS NO SEAL 2600 ATARI 1981 USA,312117,69003,1981 Red box,ASTEROIDS,7.0,,NO SEAL,False
2021-04-06,2640.0,7.5 CIB NES NINTENDO 1985 USA,312114,66042,"Hangtab, 2 Code, Mid-Production",SUPER MARIO BROS.,7.5,CIB,,False
2021-04-05,228.0,8.5 CIB 2600 ATARI 1983 USA,7242,97009,1983 Purple box,PIGS IN SPACE STARRING MISS PIGGY,8.5,CIB,,False
2020-05-18,432.0,9.6 CIB GEN ACCLAIM 1994 USA,122020,15772,"Red Cartridge, Early Production",SPIDER-MAN AND VENOM: MAXIMUM CARNAGE,9.6,CIB,,False
2020-05-11,312.0,9.6 A+ SEALED GEN ACCLAIM 1995 USA,122019,13790,,WWF WRESTLEMANIA: THE ARCADE GAME,9.6,A+,SEALED,False
2019-12-15,94.0,8.5 C+ SEALED SNES TAKARA 1994 USA,121950,15253,,SAMURAI SHODOWN,8.5,C+,SEALED,False
2021-07-11,660.0,9.6 CIB GB NINTENDO 1994 USA,7261,29162,,WARIO BLAST: FEATURING BOMBERMAN*!,9.6,CIB,,False
2019-05-12,1020.0,CASTLEVANIA,121919,13216,"NES, Konami, 1987, Seal Rating",CASTLEVANIA,7.0,,,False
2021-04-05,7200.0,9.4 B+ SEALED GEN SEGA 1991 USA,7242,97206,,OUTRUN,9.4,B+,SEALED,False
2021-02-15,312.0,9.6 A++ SEALED NES SAMMY 1990 USA,122107,16041,Oval SOQ R,ULTIMATE BASKETBALL,9.6,A++,SEALED,False
2020-10-26,780.0,9.4 A SEALED NES NEXOFT 1989 USA,122043,18012,Oval SOQ TM,CASTLEQUEST,9.4,,SEALED,False
2020-05-25,126.0,7.5 NS 2600 ATARI 1978 USA,122021,17779,1978 Hangtab,SPACE WAR,7.5,,,False
2021-04-20,156.0,9.0 A+ SEALED SATURN ELECTRONIC ARTS 1996 USA,312116,68072,,SPACE HULK: VENGEANCE OF THE BLOOD ANGELS,9.0,A+,SEALED,False
2020-05-03,780.0,9.2 A++ SEALED ATARI 2600 M-NETWORK 1982 USA,7229,97035,,TRON: DEADLY DISCS,9.2,A++,SEALED,False
2020-04-27,312.0,6.5 CIB NES NINTENDO 1985 USA,122017,17703,"Hangtab, 3 Code, Mid-Production",SUPER MARIO BROS.,6.5,CIB,,False
2020-11-30,630.0,9.0 A SEALED SNES LJN 1995 USA,122048,19669,,SPIDER-MAN: THE ANIMATED SERIES,9.0,,SEALED,False
2019-05-18,504.0,SONIC CD,7209,94839,"SegaCD, Sega, 1993, Seal Rating",SONIC CD,9.0,,,False
2021-01-04,180.0,8.5 A+ SEALED 2600 ATARI 1983 USA,122101,11681,1982 Silver box,SWORDQUEST: FIREWORLD,8.5,A+,SEALED,False
2019-10-24,750.0,7.5 CIB NES NINTENDO 1987 USA,121942,15387,"Hangtab, First Release",SLALOM,7.5,CIB,,False
2019-11-24,480.0,9.2 A+ SEALED NES WISDOM TREE 1992 USA,7212,97203,,SPIRITUAL WARFARE - CAROLINA COLLECTION,9.2,A+,SEALED,False
2020-05-01,2640.0,8.0 A SEALED GB NINTENDO 1989 USA,7229,93036,Standard Release,TETRIS,8.0,,SEALED,False
2021-05-25,1440.0,7.0 A SEALED GBA NINTENDO 2002 USA,312121,69061,,POKEMON RUBY VERSION,7.0,,SEALED,False
2019-09-08,1050.0,GYROMITE NES NINTENDO 1985 USA,121936,13387,"Matte Sticker, Complete in Box",GYROMITE,7.5,CIB,,False
2019-11-22,1440.0,9.4 NS NES BANDAI 1989 USA,7212,93046,PAL B,STADIUM EVENTS  - CAROLINA COLLECTION,9.4,,,False
2020-11-20,3000.0,9.4 A+ SEALED NES LJN 1991 USA,7236,93039,,WOLVERINE,9.4,A+,SEALED,False
2020-11-30,114.0,7.5 CIB N64 NINTENDO 1996 USA,122048,19677,K-A Rating,SUPER MARIO 64,7.5,CIB,,False
2020-09-21,156.0,8.5 A SEALED 2600 ATARI 1983 USA,122038,15765,1988 Silver Box,POLE POSITION,8.5,,SEALED,False
2021-08-31,2400.0,9.8 A+ SEALED PLAYSTATION UBI SOFT 2000 USA,312135,70075,Sony Security Label,BATMAN BEYOND: RETURN OF THE JOKER,9.8,A+,SEALED,False
2020-10-19,156.0,9.0 NS SEALED NES HAL 1991 USA,122042,15840,Oval SOQ R,KABUKI QUANTUM FIGHTER,9.0,,SEALED,False
2020-05-03,360.0,9.2 A++ SEALED ATARI 2600 ATARI 1989 USA,7229,97017,"Red Box, Later Production",IKARI WARRIORS,9.2,A++,SEALED,False
2020-08-03,408.0,9.6 B+ SEALED GEN VIACOM 1994 USA,122031,11749,,BEAVIS AND BUTT-HEAD,9.6,B+,SEALED,False
2020-12-28,384.0,9.4 A+ SEALED XBOX MICROSOFT 2004 USA,122052,17624,,HALO 2,9.4,A+,SEALED,False
2021-07-06,456.0,9.6 A+ SEALED NES NINTENDO 1989 USA,312127,66025,Oval SOQ TM,COBRA TRIANGLE,9.6,A+,SEALED,False
2019-02-23,336.0,THE ADDAMS FAMILY,7204,94419,"NES, Ocean, 1992, Seal Rating",THE ADDAMS FAMILY,9.4,,,False
2020-12-21,228.0,8.0 A+ SEALED GEN SEGA 1994 USA,122051,16109,,MEGA BOMBERMAN,8.0,A+,SEALED,False
2021-02-01,99.0,6.0 B SEALED PS2 SONY 2001 USA,122105,12072,Sony Security Label,JAK AND DAXTER: THE PRECURSOR LEGACY,6.0,,SEALED,False
2021-05-18,384.0,9.0 B+ SEALED SEGACD SEGA 1993 USA,312120,68066,,SONIC CD,9.0,B+,SEALED,False
2021-03-30,288.0,9.6 B+ SEALED PS1 CAPCOM 1999 USA,312113,70086,Sony Security Label,DINO CRISIS,9.6,B+,SEALED,False
2020-03-08,288.0,9.6 B+ SEALED GEN KONAMI 1993 USA,7224,97093,,ZOMBIES ATE MY NEIGHBORS,9.6,B+,SEALED,False
2021-02-15,240.0,9.8 NS GLUE SEAL INTV 1982 USA,122107,16020,1982 Blue box,CARNIVAL,9.8,,GLUE SEAL,False
2021-04-20,126.0,9.4 A++ SEALED 2600 ATARI 1988 USA,312116,68005,1989 Red box,DEFENDER II,9.4,A++,SEALED,False
2020-07-12,810.0,6.0 NS GLUE SEAL 2600 ATARI 1980 USA,7231,97001,Atari Inc.,ADVENTURE,6.0,,GLUE SEAL,False
2020-12-07,336.0,9.6 NS NO SEAL 2600 ATARI 1981 USA,122049,11677,1980 Orange box,MISSILE COMMAND,9.6,,NO SEAL,False
2021-01-04,168.0,8.0 A SEALED NES VIC TOKAI 1988 USA,122101,11694,"Rev-A, Round SOQ",GOLGO 13: TOP SECRET EPISODE,8.0,,SEALED,False
2021-04-27,372.0,9.8 A SEALED PS2 BANDAI 2003 USA,312117,69089,Sony Security Label,.HACK//OUTBREAK,9.8,,SEALED,False
2020-09-14,660.0,9.6 A+ SEALED NES ACTIVISION 1989 USA,122037,13875,Oval SOQ TM,THE THREE STOOGES,9.6,A+,SEALED,False
2020-09-28,132.0,7.5 CIB NES THQ 1992 USA,122039,17920,,THE ADVENTURES OF ROCKY AND BULLWINKLE AND FRIENDS,7.5,CIB,,False
2021-07-13,300.0,9.4 A++ SEALED PS2 ROCKSTAR 2002 USA,312128,67094,"""Trilogy"" Release, Later Production",GRAND THEFT AUTO: VICE CITY,9.4,A++,SEALED,False
2019-11-17,156.0,9.6 A+ SEALED GEN ARENA 1994 USA,121946,15277,"Assembled in Mexico, GA Rating, Earlier Release",NBA JAM,9.6,A+,SEALED,False
2020-06-15,216.0,6.5 CIB GB NINTENDO 1998 USA,122024,15770,"Pixel ESRB, Early Production",POKEMON BLUE VERSION,6.5,CIB,,False
2020-05-18,216.0,9.6 A++ SEALED SNES EXTREME 1994 USA,122020,15765,,CHOPLIFTER III,9.6,A++,SEALED,False
2021-05-04,74.0,8.0 A++ SEALED 2600 ACTIVISION 1983 USA,312118,66004,Blue box,THE ACTIVISION DECATHLON,8.0,A++,SEALED,False
2021-04-05,1320.0,9.8 A SEALED GEN SEGA 1993 USA,7242,97195,,DISNEY'S ALADDIN,9.8,,SEALED,False
2021-01-17,2040.0,9.2 A++ SEALED N64 NINTENDO 1999 USA,7239,97067,,MARIO PARTY 2,9.2,A++,SEALED,False
2021-02-08,456.0,8.5 NS GLUE SEAL 2600 ATARI 1982 USA,122106,14048,1982 Silver box,E.T. THE EXTRA TERRESTRIAL,8.5,,GLUE SEAL,False
2020-11-30,144.0,6.5 C+ SEALED NES ACCLAIM 1992 USA,122048,19657,Oval SOQ R,KRUSTY'S FUN HOUSE,6.5,C+,SEALED,False
2021-06-08,180.0,8.5 A SEALED SNES OCEAN 1995 USA,312123,66043,Made in Mexico,ADDAMS FAMILY VALUES,8.5,,SEALED,False
2020-08-10,312.0,7.5 A SEALED SNES CAPCOM 1996 USA,122032,13806,,MARVEL SUPER HEROES: WAR OF THE GEMS,7.5,,SEALED,False
2020-12-14,156.0,9.6 A++ SEALED 2600 M-NETWORK 1982 USA,122050,13867,1982 Black box,TRON: DEADLY DISCS,9.6,A++,SEALED,False
2020-09-14,360.0,9.4 A+ SEALED NES JALESCO 1991 USA,122037,13846,,BASES LOADED 3,9.4,A+,SEALED,False
2020-06-15,540.0,9.4 A+ SEALED NES SOFEL 1990 USA,122024,15764,,WALL STREET KID,9.4,A+,SEALED,False
2021-04-02,15600.0,9.2 A SEALED NES NINTENDO 1985 USA,7242,93013,"Rev-A, Round SOQ, Mid Production",EXCITEBIKE,9.2,,SEALED,False
2021-01-17,780.0,9.6 A+ SEALED SNES VIC TOKAI1994 USA,7239,97047,Made in Japan,SHIEN'S REVENGE,9.6,A+,SEALED,False
2021-05-18,144.0,9.4 A+ SEALED 2600 EPYX 1987 USA,312120,68002,1987 Blue box,CALIFORNIA GAMES,9.4,A+,SEALED,False
2021-08-17,180.0,9.4 A++ SEALED 2600 ATARI 1983 USA,312133,68023,1988 Silver Box,POLE POSITION,9.4,A++,SEALED,False
2021-01-18,5040.0,8.5 B SEALED NES NINTENDO 1990 USA,122103,15921,"""Bros."" Right, Later Production",SUPER MARIO BROS. 3,8.5,,SEALED,False
2021-07-27,1800.0,9.8 A+ SEALED PS1 SONY 1999 USA,312130,69089,Sony Security Label,CTR: CRASH TEAM RACING,9.8,A+,SEALED,False
2020-11-22,384.0,9.6 A+ SEALED NES ACCLAIM 1989 USA,7236,97101,Oval SOQ TM,IRONSWORD: WIZARDS & WARRIORS II,9.6,A+,SEALED,False
2021-03-16,94.0,8.5 B+ SEALED 2600 ACTIVISION 1988 USA,312111,68013,1981 Blue box,ICE HOCKEY,8.5,B+,SEALED,False
2020-05-03,180.0,8.0 B+ SEALED NES HAL 1988 USA,7229,97132,"Rev-A, Round SOQ, Early Production",JOUST,8.0,B+,SEALED,False
2020-07-12,1920.0,8.5 A+ SEALED NES TECMO 1991 USA,7231,97121,"Oval SOQ R, Later Production",TECMO BOWL,8.5,A+,SEALED,False
2020-12-28,240.0,9.6 A++ SEALED 2600 M-NETWORK 1982 USA,122052,17566,1982 Black box,TRON: DEADLY DISCS,9.6,A++,SEALED,False
2020-02-17,312.0,9.0 A SEALED NES BANDAI 1991 USA,122007,16055,,THE ROCKETEER,9.0,,SEALED,False
2020-11-22,840.0,MARIO BROSNES NINTENDO 1986 USA,7236,97111,"FamicomBox, Black, 5-Screw",MARIO BROS.,6.5,,,False
2021-02-22,1200.0,8.0 A SEALED SNES NINTENDO 1995 USA,122108,18065,,DONKEY KONG COUNTRY 2: DIDDY'S KONG QUEST,8.0,,SEALED,False
2021-05-18,456.0,8.5 A+ SEALED GB BLACK PEARL 1995 USA,312120,68053,,FIFA SOCCER 96,8.5,A+,SEALED,False
2020-08-10,89.0,8.0 A SEALED GBC KEMCO 1999 USA,122032,13811,,CATWOMAN,8.0,,SEALED,False
2020-10-26,144.0,9.4 A++ SEALED NES HI TECH 1990 USA,122043,18039,"Oval SOQ TM, ""TV"" Wide Spaced","WIN, LOSE, OR DRAW",9.4,A++,SEALED,False
2020-07-13,94.0,MORTAL KOMBAT 3 PS1 SONY 1995 USA,122028,13883,"MK3, Jewel Longbox",MORTAL KOMBAT 3,7.0,CIB,,False
2020-12-14,780.0,9.0 A+ SEALED GBA NINTENDO 2004 USA,122050,13905,,THE LEGEND OF ZELDA: THE MINISH CAP,9.0,A+,SEALED,False
2021-05-25,3720.0,8.5 A SEALED XBOX MICROSOFT 2001 USA,312121,69086,Microsoft Security Label,HALO: COMBAT EVOLVED,8.5,,SEALED,False
2021-04-02,31200.0,9.6 A++ SEALED N64 NINTENDO 1998 USA,7242,93068,Collector's Edition,THE LEGEND OF ZELDA: OCARINA OF TIME,9.6,A++,SEALED,False
2020-02-10,99.0,8.0 A SEALED N64 LUCASARTS 2000 USA,122006,13816,Canadian Manual,STAR WARS EPISODE I: BATTLE FOR NABOO,8.0,,SEALED,False
2021-05-11,1440.0,9.4 A SEALED GEN FLYING EDGE 1993 USA,312119,67068,,SPIDER-MAN AND X-MEN IN ARCADE'S REVENGE,9.4,,SEALED,False
2020-02-17,192.0,9.2 A SEALED D.CAST CAPCOM 2000 USA,122007,16073,,RESIDENT EVIL CODE: VERONICA,9.2,,SEALED,False
2019-08-03,1260.0,HOGAN'S ALLEY VARIANT: 8TH REVISION REV-A ROUND SOQ,7211,95529,"NES, Nintendo, 1985, Seal Rating",HOGAN'S ALLEY,9.2,B+,,True
2020-09-13,1200.0,8.0 A SEALED NES KONAMI 1988 USA,7234,97061,"Oval SOQ TM, Later Production Atwood Collection",CASTLEVANIA II: SIMON'S QUEST,8.0,,SEALED,False
