sale_date,sale_price,description,sale_id,lot_id,comments,title,grade,seal_grade,seal_type,variant
2021-08-03,89.0,7.5 A+ SEALED PS1 EIDOS 2000 USA,312131,66088,Sony Security Label,FEAR EFFECT,7.5,A+,SEALED,False
2021-04-05,2040.0,9.6 A+ SEALED SNES CAPCOM 1994 USA,7242,97119,,ADVANCED DUNGEONS & DRAGONS: EYE OF THE BEHOLDER,9.6,A+,SEALED,False
2021-08-10,252.0,9.6 A++ SEALED PS1 INFOGRAMES 2003 USA,312132,67076,Sony Security Label,DRAGON BALL Z: ULTIMATE BATTLE 22,9.6,A++,SEALED,False
2019-03-17,408.0,MORTAL KOMBAT,121911,13278,"Genesis, Arena, 1993, Seal Rating",MORTAL KOMBAT,9.4,B+,,False
2020-10-12,168.0,8.5 B SEALED NES HI TECH 1990 USA,122041,13785,,CHESSMASTER,8.5,,SEALED,False
2020-10-19,109.0,7.0 A+ SEALED 2600 ATARI 1983 USA,122042,15798,1983 Silver Box,JUNGLE HUNT,7.0,A+,SEALED,False
2021-04-05,660.0,9.4 A+ SEALED GEN ACTIVISION 1994 USA,7242,97210,,PITFALL: THE MAYAN ADVENTURE,9.4,A+,SEALED,False
2021-07-20,660.0,9.8 A++ SEALED 2600 PARKER BROTHERS 1983 USA,312129,68009,1983 Silver Box,G.I. JOE COBRA STRIKE,9.8,A++,SEALED,False
2019-02-23,780.0,IKARI WARRIORS,7204,94427,"NES, SNK, 1987, Seal Rating",IKARI WARRIORS,6.5,B+,,False
2021-08-24,264.0,9.4 A+ SEALED PS1 MIDWAY 2000 USA,312134,69104,Sony Security Label,MUPPET MONSTER ADVENTURE,9.4,A+,SEALED,False
2021-07-11,3360.0,9.4 A+ SEALED GB CAPCOM 1991 USA,7261,29138,,MEGA MAN: DR. WILY'S REVENGE,9.4,A+,SEALED,False
2020-11-02,120.0,9.2 A++ SEALED PS2 NAMCO 2004 USA,122044,11958,,KATAMARI DAMACY,9.2,A++,SEALED,False
2020-09-21,264.0,8.0 A+ SEALED N64 TITUS 1999 USA,122038,15798,,SUPERMAN,8.0,A+,SEALED,False
2019-12-08,1320.0,9.2 A NES SUNSOFT 1991 USA,121949,13181,Oval SOQ TM,BATMAN: RETURN OF THE JOKER,9.2,,,False
2021-04-13,114.0,9.2 NS GLUE SEAL 5200 ATARI 1983 USA,312115,67019,1983 Silver box,PENGO,9.2,,GLUE SEAL,False
2020-11-22,138.0,9.2 A SEALED PS1 U.SGOLD 1996 USA,7236,97267,"Ridged Longbox, Early Production",SHELLSHOCK,9.2,,SEALED,False
2020-04-27,144.0,8.5 CIB NES DATA EAST 1987 USA,122017,17700,"No Rev-A, Early Production",RING KING,8.5,CIB,,False
2020-09-21,408.0,8.5 NS INTV COLECO 1982 USA,122038,15779,,DONKEY KONG,8.5,,,False
2021-06-29,408.0,9.2 A+ SEALED PS1 PSYGNOSIS 1995 USA,312126,70079,,LEMMINGS 3D,9.2,A+,SEALED,False
2019-10-27,384.0,9.2 A SEALED NES SAMMY 1991,121943,17299,Oval SOQ R,VICE: PROJECT DOOM,9.2,,SEALED,False
2021-01-11,109.0,9.4 A SEALED SNES NINTENDO 1993 USA,122102,13787,,METAL COMBAT: FALCON'S REVENGE,9.4,,SEALED,False
2020-12-07,144.0,8.5 A+ SEALED 2600 ACTIVISION 1988 USA,122049,11684,1988 Blue box,RIVER RAID II,8.5,A+,SEALED,False
2021-04-06,660.0,9.2 A SEALED SNES TRADEWEST 1993 USA,312114,66049,Made in Japan,PLOK,9.2,,SEALED,False
2019-05-18,1680.0,METAL GEAR,7209,94835,"NES, Ultra, 1988, Seal Rating",METAL GEAR,8.5,,,False
2019-01-13,104.0,BATTLETOADS,121902,12223,"NES, Tradewest, 1991, Complete in Box",BATTLETOADS,7.0,CIB,,False
2020-05-03,1140.0,9.6 A SEALED PS1 KONAMI 1998 USA,7229,97272,Standard Release,METAL GEAR SOLID,9.6,,SEALED,False
2019-09-15,216.0,7.0 B+ SEALED SNES SQUARESOFT 1995 USA,121937,15404,,SECRET OF EVERMORE,7.0,B+,SEALED,False
2020-05-25,216.0,9.6 A+ SEALED G.CUBE ACTIVISION 2002 USA,122021,17813,,LOST KINGDOMS,9.6,A+,SEALED,False
2020-09-13,1440.0,9.6 A++ SEALED NES LJN 1987 USA,7234,97078,"Oval SOQ TM, Later Production",JAWS,9.6,A++,SEALED,False
2021-04-02,8400.0,9.0 A+ SEALED NES CAPCOM 1989 USA,7242,93012,"Oval SOQ TM, with Offer",DUCK TALES,9.0,A+,SEALED,False
2021-07-11,5880.0,9.4 A+ SEALED GB ACCLAIM 1992 USA,7261,28098,,THE SIMPSONS: BART VS. THE JUGGERNAUTS,9.4,A+,SEALED,False
2020-05-03,1860.0,9.2 A SEALED NES SONY IMAGESOFT 1990 USA,7229,97096,,DRAGON'S LAIR,9.2,,SEALED,False
2019-05-16,5280.0,FINAL FANTASY,7209,92221,"NES, Nintendo, 1990, Seal Rating",FINAL FANTASY,9.6,A+,,False
2019-01-20,480.0,SUPER MARIO BROS3,121903,13287,"NES, Nintendo, 1990, Complete in Box",SUPER MARIO BROS. 3,7.0,CIB,,False
2019-07-28,252.0,GOTCHA FORCE,121930,17263,"GameCube, Capcom, 2003, USA, Seal Rating",GOTCHA FORCE,8.5,,,False
2020-08-17,89.0,6.5 B+ SEALED SNES NINTENDO 1997 USA,122033,15782,,ARKANOID: DOH IT AGAIN,6.5,B+,SEALED,False
2021-06-15,216.0,9.8 NS GLUE SEAL C.VIS COLECO 1983 USA,312124,68021,1982 Grey box,LOOPING,9.8,,GLUE SEAL,False
2020-11-22,1080.0,9.6 A SEALED NES BANDAI 1989 USA,7236,97116,Oval SOQ TM,MONSTER PARTY,9.6,,SEALED,False
2020-06-29,144.0,9.2 B+ SEALED 2600 ATARI 1983 USA,122026,20129,,OSCAR'S TRASH RACE,9.2,B+,SEALED,False
2021-04-05,4320.0,9.8 A++ SEALED SNES CAPCOM 1998 USA,7242,97124,Made in Japan,FINAL FIGHT,9.8,A++,SEALED,False
2020-02-24,144.0,7.5 CIB NES NINTENDO 1985 USA,122008,17898,"Gloss Sticker, Second Production",WILD GUNMAN  RESTORED,7.5,CIB,,False
2021-02-01,870.0,PUNCH OUT!! NES NINTENDO 1990 USA,122105,12045,"Classic Series, Oval SOQ R",PUNCH OUT!!,9.2,,,False
2020-05-25,384.0,9.0 B+ SEALED NES PARKER BROTHERS 1991 USA,122021,17795,,MONOPOLY,9.0,B+,SEALED,False
2021-07-11,3120.0,9.2 A+ SEALED GB NINTENDO 1998 USA,7261,29128,Player's Choice,DISNEY'S DUCKTALES 2,9.2,A+,SEALED,False
2021-06-08,168.0,6.5 B+ SEALED SNES TOHO 1994 USA,312123,66051,Assembled in Mexico,SUPER GODZILLA,6.5,B+,SEALED,False
2021-07-06,104.0,8.0 A+ SEALED PS2 VIVENDI UNIVERSAL 2004 USA,312127,66091,,CRASH TWINSANITY,8.0,A+,SEALED,False
2020-07-20,336.0,9.0 A SEALED NES CULTURE BRAIN 1989 USA,122029,15833,"Rev-A, Round SOQ, Early Production",KUNG FU HEROES,9.0,,SEALED,False
2021-04-02,26400.0,9.2 A+ SEALED NES ENIX 1992 USA,7242,93010,,DRAGON WARRIOR III,9.2,A+,SEALED,False
2019-11-17,126.0,6.0 CIB SEGA GEN 1991 USA,121946,15278,"Printed in Japan, Earlier Release",SONIC THE HEDGEHOG,6.0,CIB,,False
2021-05-25,67.0,9.4 A++ SEALED 2600 ATARI 1988 USA,312121,69020,1988 Red box,VENTURE,9.4,A++,SEALED,False
2021-07-27,444.0,9.4 C SEALED GEN SEGA 1992 USA,312130,69084,,TAZ-MANIA,9.4,,SEALED,False
2021-04-05,3000.0,9.2 A SEALED NES TECMO 1990 USA,7242,97090,Oval SOQ R,NINJA GAIDEN II: THE DARK SWORD OF CHAOS,9.2,,SEALED,False
2021-06-08,3840.0,8.0 A SEALED GB NINTENDO 1998 USA,312123,66053,"Rattata, Pixel ESRB, Mid-Production",POKEMON BLUE VERSION,8.0,,SEALED,False
2021-07-11,2040.0,9.8 A++ SEALED PS1 ENIX 1999 USA,7261,29237,Sony Security Label,BUST A GROOVE 2,9.8,A++,SEALED,False
2020-05-03,1080.0,9.0 A+ SEALED GB NINTENDO 1991 USA,7229,97234,,METROID II: RETURN OF SAMUS,9.0,A+,SEALED,False
2021-08-31,7800.0,8.5 A SEALED GB NINTENDO 1998 USA,312135,70057,"Rattata, Pixel ESRB, Mid-Production",POKEMON RED VERSION,8.5,,SEALED,False
2021-06-22,456.0,9.4 A+ SEALED PS1 ACTIVISION 1998 USA,312125,69101,Sony Security Label,THE FIFTH ELEMENT,9.4,A+,SEALED,False
2020-06-08,504.0,8.5 B+ SEALED NES LJN 1988 USA,122023,13492,"Round SOQ, Early Production",FRIDAY THE 13TH,8.5,B+,SEALED,False
2019-05-05,336.0,FIRE EMBLEM: PATH OF RADIANCE,121918,11203,"GameCube, Nintendo, 2005, Seal Rating",FIRE EMBLEM: PATH OF RADIANCE,9.6,A+,,False
2021-07-27,104.0,6.5 A++ SEALED 2600 ATARI 1983 USA,312130,69009,1988 Silver Box,JUNGLE HUNT,6.5,A++,SEALED,False
2021-04-27,1560.0,7.0 B+ SEALED NES ULTRA 1990 USA,312117,69049,Oval SOQ R,TEENAGE MUTANT NINJA TURTLES II: THE ARCADE GAME,7.0,B+,SEALED,False
2021-07-11,600.0,8.0 CIB 2600 ATARI 1978 USA,7261,29009,1979 Red box,SUPERMAN,8.0,CIB,,False
2020-02-10,360.0,8.0 B+ SEALED NES LJN 1992 USA,122006,13802,,SPIDER-MAN: RETURN OF THE SINISTER SIX,8.0,B+,SEALED,False
2021-02-01,456.0,9.6 A+ SEALED PS2 VIVENDI 2003 USA,122105,12071,Sony Security Label,HULK,9.6,A+,SEALED,False
2020-11-02,216.0,9.6 A++ SEALED SNES NINTENDO 1991 USA,122044,11928,Player's Choice,F-ZERO,9.6,A++,SEALED,False
2019-04-21,504.0,PUNCH-OUT!!,121916,15211,"NES, Nintendo, 1990, Seal Rating",PUNCH-OUT!!,9.4,B+,,False
2021-07-27,144.0,9.6 A+ SEALED PS1 SOUTHPEAK 1999 USA,312130,69088,Sony Security Label,BOOMBOTS,9.6,A+,SEALED,False
2020-09-28,528.0,9.6 A++ SEALED PS2 ROCKSTAR 2004 USA,122039,17949,,GRAND THEFT AUTO: SAN ANDREAS,9.6,A++,SEALED,False
2019-11-22,19200.0,9.0 A SEALED NES NINTENDO 1987 USA,7212,93027,"Rev-A, Round SOQ",THE LEGEND OF ZELDA  - CAROLINA COLLECTION,9.0,,SEALED,False
2021-01-11,408.0,7.5 B+ SEALED NES LJN 1990 USA,122102,13782,"Rev-A, Oval SOQ R",THE PUNISHER,7.5,B+,SEALED,False
2021-08-24,10800.0,9.2 A++ SEALED GB NINTENDO 1999 USA,312134,69076,"Pixel ESRB, Early Production",POKEMON YELLOW VERSION: SPECIAL PIKACHU EDITION,9.2,A++,SEALED,False
2020-08-03,720.0,9.4 A SEALED GEN EA SPORTS 1995 USA,122031,11750,,MADDEN NFL '96,9.4,,SEALED,False
2019-11-10,120.0,7.5 A SEALED NES ACTIVISION 1990 USA,121945,13238,Oval SOQ TM,GHOSTBUSTERS II,7.5,,SEALED,False
2020-05-11,228.0,9.4 A SEALED NES ACCLAIM 1989 USA,122019,13762,,CYBERNOID: THE FIGHTING MACHINE,9.4,,SEALED,False
2020-10-05,228.0,9.2 B+ SEALED NES MILTON BRADLEY 1990 USA,122040,11910,,CAPTAIN SKYHAWK,9.2,B+,SEALED,False
2021-08-24,660.0,9.6 A+ SEALED XBOX MICROSOFT 2005 USA,312134,69113,Microsoft Security Label,FORZA MOTORSPORT,9.6,A+,SEALED,False
2020-07-13,114.0,9.8 A++ SEALED GBA NINTENDO 2003 USA,122028,13862,,F-ZERO: GP LEGEND,9.8,A++,SEALED,False
2021-01-11,120.0,8.0 CIB NES BRODERBUND 1987 USA,122102,13773,"Hangtab, No Rev-A, Round SOQ",LODE RUNNER,8.0,CIB,,False
2021-06-29,360.0,9.8 A++ SEALED SNES JVC 1996 USA,312126,70040,Made in Mexico,MAGIC BOY,9.8,A++,SEALED,False
2021-03-01,114.0,8.0 A+ SEALED 2600 EPYX 1987 USA,122109,12067,1984 Black box,WINTER GAMES,8.0,A+,SEALED,False
2020-11-22,1170.0,8.5 A+ SEALED 2600 ATARI 1982 USA,7236,97013,"1981 Orange box, 2D Pac-Man",PAC-MAN,8.5,A+,SEALED,False
2020-07-12,840.0,7.0 B+ SEALED NES LJN 1990 USA,7231,97085,,A NIGHTMARE ON ELM STREET,7.0,B+,SEALED,False
2021-06-08,144.0,9.6 A SEALED PS2 UBISOFT 2004 USA,312123,66086,,APE ESCAPE: PUMPED AND PRIMED,9.6,,SEALED,False
2021-03-09,104.0,8.5 A SEALED G.CUBE UBISOFT 2003 USA,312110,67066,,TOM CLANCY'S SPLINTER CELL,8.5,,SEALED,False
2020-06-15,120.0,8.0 CIB NES TITUS 1992 USA,122024,15736,,THE BLUES BROTHERS,8.0,CIB,,False
2020-11-20,13200.0,9.8 A+ SEALED PS1 TAKE-TWO 1998 USA,7236,93070,"Sony Security Label, Early Production",GRAND THEFT AUTO,9.8,A+,SEALED,False
2021-03-30,8100.0,9.0 A+ SEALED NES NINTENDO 1988 USA,312113,70048,Oval SOQ TM,SUPER MARIO BROS. 2,9.0,A+,SEALED,False
2020-10-26,288.0,9.6 A+ SEALED NES MINDSCAPE 1990 USA,122043,18026,Oval SOQ TM,ROADBLASTERS,9.6,A+,SEALED,False
2019-01-20,96.0,ALIEN SYNDROME,121903,13280,"SMS, SEGA, 1988, Seal Rating",ALIEN SYNDROME,9.6,,,False
2019-02-23,1080.0,WORMS: ARMAGEDDON,7204,94448,"N64, Infogrames, 2000, Seal Rating",WORMS: ARMAGEDDON,9.2,,,False
2021-03-30,1080.0,9.0 B+ SEALED NES NINTENDO 1989 USA,312113,70051,Oval SOQ TM,TETRIS,9.0,B+,SEALED,False
2021-08-03,780.0,9.6 A++ SEALED GB SUNSOFT 1992 USA,312131,66069,,LOONEY TUNES,9.6,A++,SEALED,False
2021-07-11,5520.0,9.6 A+ SEALED XBOX360 MICROSOFT 2012 USA,7261,29317,"Xbox Live Trial, First Production",MINECRAFT XBOX 360 EDITION,360,A+,SEALED,False
2021-07-11,5280.0,9.0 A SEALED SATURN SEGA 1998 USA,7261,29230,,PANZER DRAGOON SAGA,9.0,,SEALED,False
2021-06-22,312.0,9.4 A+ SEALED SNES NINTENDO 1992 USA,312125,69071,Made in Japan,SUPER PLAY ACTION FOOTBALL,9.4,A+,SEALED,False
2020-11-16,84.0,6.5 A SEALED 2600 M-NETWORK 1982 USA,122046,15784,,ASTROBLAST,6.5,,SEALED,False
2021-05-18,99.0,6.0 NS GLUE SEAL 2600 ATARI 1982 USA,312120,68008,1981 Burgundy box,HAUNTED HOUSE,6.0,,GLUE SEAL,False
2020-05-03,264.0,8.5 A SEALED NES CAPCOM 1989 USA,7229,97179,Oval SOQ TM,STRIDER,8.5,,SEALED,False
2019-01-13,59.0,BUGS BUNNY'S BIRTHDAY BLOWOUT,121902,12229,"NES, Kemko-Seika, 1990, Complete in Box",BUGS BUNNY'S BIRTHDAY BLOWOUT,7.0,CIB,,False
2021-05-04,89.0,8.0 B SEALED D.CAST SNK 2000 JPN,312118,66073,,LAST BLADE 2: HEART OF THE SAMURAI,8.0,,SEALED,False
2019-12-22,156.0,9.2 A+ SEALED G.CUBE UBISOFT 2007 USA,121951,17278,,TMNT,9.2,A+,SEALED,False
2020-12-14,528.0,9.8 A++ SEALED 2600 ATARI 1983 USA,122050,13851,1988 Silver box,JUNGLE HUNT,9.8,A++,SEALED,False
2021-05-18,600.0,9.6 A+ SEALED NES TAITO 1989 USA,312120,68033,Oval SOQ TM,SKY SHARK,9.6,A+,SEALED,False
2020-10-19,94.0,8.0 B SEALED 7800 ATARI 1986 USA,122042,15824,1988 Silver box,POLE POSITION II,8.0,,SEALED,False
2021-08-17,630.0,7.5 A+ SEALED 2600 ACTIVISION 1982 USA,312133,68021,"1982 Dark Green box, First Production",PITFALL!,7.5,A+,SEALED,False
2020-11-23,114.0,8.0 B+ SEALED PS1 SONY 1995 USA,122047,17822,K-A Rating,ESPN/ESPN2 EXTREME GAMES,8.0,B+,SEALED,False
2020-07-27,94.0,7.5 A SEALED SEGACD SEGA 1993 USA,122030,17903,,JOE MONTANA FOOTBALL,7.5,,SEALED,False
2021-03-09,144.0,9.4 A+ SEALED 2600 ATARI 1989 USA,312110,67015,1989 Red box,ROAD RUNNER,9.4,A+,SEALED,False
2021-04-13,504.0,9.8 A++ SEALED PS1 FOX 2000 USA,312115,67074,Sony Security Label,ALIEN: RESURRECTION,9.8,A++,SEALED,False
2021-07-20,456.0,8.5 A SEALED SNES RENOVATION 1993 USA,312129,68055,,DOOMSDAY WARRIOR,8.5,,SEALED,False
2020-12-28,2400.0,9.8 A++ SEALED NES CAPCOM 1990 USA,122052,17575,Oval SOQ R,ADVENTURES IN THE MAGIC KINGDOM,9.8,A++,SEALED,False
2021-02-01,146.4,9.4 A++ SEALED 2600 STARPATH 1982 USA,122105,12016,1982 Black box,SUICIDE MISSION,9.4,A++,SEALED,False
2020-12-21,132.0,8.0 A SEALED 2600 ACTIVISION 1980 USA,122051,16039,1981 Pink box,BOXING,8.0,,SEALED,False
2020-11-16,480.0,9.2 A+ SEALED GEN ACCLAIM 1994 USA,122046,15859,,WOLVERINE: ADAMANTIUM RAGE,9.2,A+,SEALED,False
2020-12-14,312.0,9.6 A++ SEALED PS1 ACTIVISION 1999 USA,122050,13923,Sony Security Label,WU-TANG: SHAOLIN STYLE,9.6,A++,SEALED,False
2021-05-25,94.0,6.0 A+ SEALED 2600 PARKER BROTHERS 1980 EUR,312121,69017,"1982 Silver box, PAL Version",STAR WARS: THE EMPIRE STRIKES BACK,6.0,A+,SEALED,False
2019-11-24,312.0,9.0 B+ SEALED NES KONAMI 1991 USA,7212,97130,Oval SOQ R,LASER INVASION  - CAROLINA COLLECTION,9.0,B+,SEALED,False
2020-05-03,2400.0,9.0 A+ SEALED PS1 SQUARESOFT 1997 USA,7229,97269,"Corrected Misprint, Employee Copy, Standard Release",FINAL FANTASY VII,9.0,A+,SEALED,False
2021-08-31,1080.0,9.2 A++ SEALED XBOX360 2K 2007 USA,312135,70113,Microsoft Security Label,BIOSHOCK,9.2,A++,SEALED,False
2019-04-21,408.0,PUSS N BOOTS: PERO'S GREAT ADVENTURE,121916,15209,"NES, Electro Brain, 1990, Seal Rating",PUSS N BOOTS: PERO'S GREAT ADVENTURE,9.6,A+,,False
2021-06-22,336.0,9.0 C+ SEALED GEN SEGA 1992 USA,312125,69089,,BATMAN RETURNS,9.0,C+,SEALED,False
2021-07-11,9000.0,9.6 A+ SEALED GBA NINTENDO 2002 USA,7261,28145,,POKEMON SAPPHIRE VERSION,9.6,A+,SEALED,False
2020-11-30,516.0,6.5 B+ SEALED NES CAPCOM 1988 USA,122048,19650,"Rev-A, Round SOQ",BIONIC COMMANDO,6.5,B+,SEALED,False
2021-04-05,780.0,9.8 A SEALED SEGACD JVC 1994 USA,7242,97224,,DUNGEON MASTER II: SKULLKEEP,9.8,,SEALED,False
2020-09-13,2400.0,8.5 A SEALED NES TECMO 1989 USA,7234,97089,Atwood Collection,NINJA GAIDEN,8.5,,SEALED,False
2020-07-27,132.0,5.0 B+ SEALED NES FCI 1988 USA,122030,17878,,SEICROSS,5.0,B+,SEALED,False
2021-05-04,120.0,9.2 A+ SEALED 2600 ATARI 1978 USA,312118,66005,1988 Grey box,BASKETBALL,9.2,A+,SEALED,False
2021-01-25,312.0,9.2 NS GLUE SEAL 5200 ATARI 1986 USA,122104,17930,1986 Silver box,GREMLINS,9.2,,GLUE SEAL,False
2020-11-02,264.0,8.0 CIB 2600 PARKER BROTHERS 1982 USA,122044,11883,"No Stripe, Early Production",FROGGER,8.0,CIB,,False
2021-06-22,84.0,9.6 A++ SEALED 2600 ATARI 1978 USA,312125,69008,1986 Purple box,CIRCUS ATARI,9.6,A++,SEALED,False
2020-07-27,168.0,9.8 A++ SEALED SNES NINTENDO 1997 USA,122030,17888,Player's Choice,F-ZERO,9.8,A++,SEALED,False
2020-11-22,2160.0,9.4 A+ SEALED NES OCEAN 1992 USA,7236,97124,Oval SOQ R,ROBOCOP 3,9.4,A+,SEALED,False
2020-02-10,120.0,9.2 A SEALED N64 MIDWAY 1998 USA,122006,13812,,OFF ROAD CHALLENGE,9.2,,SEALED,False
2021-06-22,89.0,9.4 A++ SEALED INTV MATTEL ELECTRONICS 1983 USA,312125,69004,,ADVANCED DUNGEONS & DRAGONS: TREASURE OF TARMIN,9.4,A++,SEALED,False
2021-02-15,240.0,8.0 A SEALED NES HUDSON SOFT 1990 USA,122107,16043,Oval SOQ TM,XEXYZ,8.0,,SEALED,False
2021-07-11,2640.0,8.5 A SEALED SNES ACCLAIM 1992 USA,7261,28094,,KRUSTY'S SUPER FUN HOUSE,8.5,,SEALED,False
2021-03-01,264.0,8.5 B+ SEALED NES ACCLAIM 1990 USA,122109,12086,Oval SOQ R,TOTAL RECALL,8.5,B+,SEALED,False
2019-10-24,372.0,6.5 CIB NINTENDO NES 1990,121942,15389,Left Bros.,SUPER MARIO BROS. 3,6.5,CIB,,False
2020-09-21,264.0,7.5 CIB 2600 ATARI 1978 USA,122038,15774,"Red Box, Hangtab",SUPERMAN,7.5,CIB,,False
2020-08-31,94.0,8.0 A SEALED 2600 ACTIVISION 1983 USA,122035,19745,,ROBOT TANK,8.0,,SEALED,False
2021-06-01,114.0,9.4 BOX SNES DISNEY 1996 USA,312122,66054,Made in Mexico,DISNEY'S PINOCCHIO,9.4,,,False
2021-03-16,1320.0,8.0 A+ SEALED GB NINTENDO 1992 USA,312111,68056,Player's Choice,SUPER MARIO LAND 2: 6 GOLDEN COINS,8.0,A+,SEALED,False
2020-03-23,384.0,9.8 A++ SEALED SNES OCEAN 1995 USA,122012,17863,,ADDAMS FAMILY VALUES,9.8,A++,SEALED,False
2020-04-27,168.0,8.5 A SEALED SNES MINDSCAPE 1993 USA,122017,17713,,OUT TO LUNCH,8.5,,SEALED,False
2019-03-31,132.0,HALO 2,121913,17311,"Xbox, Microsoft, 2004, Seal Rating",HALO 2,9.6,,,False
2021-01-25,104.0,9.2 A+ SEALED 7800 ATARI 1989 USA,122104,17935,1989 Silver box,XENOPHOBE,9.2,A+,SEALED,False
2021-04-05,1680.0,9.6 A+ SEALED NES KONAMI 1988 USA,7242,97113,"Rev-A, Round SOQ, First Production",TRACK & FIELD II,9.6,A+,SEALED,False
2021-07-11,3360.0,9.2 B+ SEALED NES NINTENDO 1985 USA,7261,29044,"Rev-A, Round SOQ, Mid-Production",HOGAN'S ALLEY,9.2,B+,SEALED,False
2021-01-18,144.0,9.4 A++ SEALED 2600 ATARI 1978 USA,122103,15878,1988 Red box,SPACE INVADERS,9.4,A++,SEALED,False
2020-03-08,660.0,9.4 A+ SEALED NES TECMO 1990 USA,7224,97055,Oval SOQ R,TECMO WORLD WRESTLING,9.4,A+,SEALED,False
2019-11-24,1200.0,9.6 A SEALED NES CAPCOM 1989 USA,7212,97215,Oval SOQ TM,STRIDER  - CAROLINA COLLECTION,9.6,,SEALED,False
2020-03-23,74.0,8.5 B+ SEALED NES ACCLAIM 1988 USA,122012,17855,"Rev-A, Round SOQ",OTHELLO,8.5,B+,SEALED,False
2020-01-06,360.0,8.5 CIB SNES NINTENDO 1996 USA,122001,11957,Made in Japan,SUPER MARIO RPG: LEGEND OF THE SEVEN STARS,8.5,CIB,,False
2020-07-12,2880.0,9.2 A SEALED NES NINTENDO 1990 USA,7231,97054,,FINAL FANTASY,9.2,,SEALED,False
2021-05-25,192.0,9.4 A+ SEALED 2600 AVALON HILL 1983 USA,312121,69011,,LONDON BLITZ,9.4,A+,SEALED,False
2020-09-13,1920.0,7.0 A+ SEALED 2600 ATARI 1983 USA,7234,97022,"1988 Silver box, Later Production",MARIO BROS.,7.0,A+,SEALED,False
2020-12-07,336.0,9.4 A SEALED PS1 SONY 1997 USA,122049,11750,Sony Security Label,SPAWN: THE ETERNAL,9.4,,SEALED,False
2019-02-17,312.0,METAL STORM,121907,13242,"NES, Irem, 1991, Complete in Box",METAL STORM,7.0,CIB,,False
2019-05-18,384.0,THE LEGEND OF KAGE,7209,94831,"NES, Taito, 1987, Seal Rating",THE LEGEND OF KAGE,6.0,B+,,False
2020-06-22,2760.0,9.8 A++ SEALED 2600 PARKER BROTHERS 1982 USA,122025,17949,,SPIDER-MAN,9.8,A++,SEALED,False
2020-06-15,360.0,7.5 B+ SEALED SNES CAPCOM 1996 USA,122024,15768,,MARVEL SUPER-HEROES IN WAR OF THE GEMS,7.5,B+,SEALED,False
2021-01-11,168.0,9.4 NS GLUE SEAL 2600 20TH CENTURY FOX 1982 USA,122102,13732,1983 Black box,EARTH DIES SCREAMING,9.4,,GLUE SEAL,False
2021-02-01,312.0,8.0 CIB NES NINTENDO 1985 USA,122105,12037,"Hangtab, 1 Code, Mid-Production",GYROMITE,8.0,CIB,,False
2020-03-06,1620.0,9.8 A+ SEALED NES LJN 1989 USA,7224,93016,"Rev-A, Round SOQ, Early Production",FRIDAY THE 13TH,9.8,A+,SEALED,False
2020-05-03,576.0,8.5 A+ SEALED NES CAMERICA 1992 USA,7229,97180,"""8-Bit Game Deck""",STUNT KIDS,8.5,A+,SEALED,False
2020-09-13,1320.0,9.4 A+ SEALED SNES KEMCO-SEIKA 1992 USA,7234,97113,,LAGOON,9.4,A+,SEALED,False
2021-07-20,384.0,9.8 A SEALED PS2 WARNER BROS 2006 USA,312129,68107,,JUSTICE LEAGUE HEROES,9.8,,SEALED,False
2020-11-22,384.0,9.2 A+ SEALED SNES TOHO 1994 USA,7236,97155,Majesco,SUPER GODZILLA,9.2,A+,SEALED,False
2019-11-03,360.0,6.5 B+ SEALED SNES NINTENDO 1997 USA,121944,11820,Made in Japan,KIRBY'S DREAM LAND 3,6.5,B+,SEALED,False
2020-11-22,1680.0,9.6 A SEALED GEN SEGA 1992 USA,7236,97224,Clamshell,TOXIC CRUSADERS,9.6,,SEALED,False
2020-10-26,360.0,9.6 B+ SEALED GEN FLYING EDGE 1993 USA,122043,18053,,WWF ROYAL RUMBLE,9.6,B+,SEALED,False
2020-12-07,228.0,9.6 A+ SEALED 2600 ATARI 1987 USA,122049,11682,1988 Red box,REALSPORTS BOXING,9.6,A+,SEALED,False
2021-08-17,870.0,9.0 A SEALED N64 NINTENDO 2000 USA,312133,68056,,MEGA MAN 64,9.0,,SEALED,False
2020-03-08,432.0,9.0 A+ SEALED PS1 PSYGNOSIS 1995 USA,7224,97097,Ridged Longbox,DISCWORLD,9.0,A+,SEALED,False
2020-11-16,109.0,8.0 B SEALED 2600 ATARI 1978,122046,15797,1988 Red Box,SPACE INVADERS,8.0,,SEALED,False
2019-11-22,14400.0,9.6 A++ SEALED NES KONAMI 1988 USA,7212,93013,"Rev-A, Round SOQ",CONTRA  - CAROLINA COLLECTION,9.6,A++,SEALED,False
2021-08-10,1320.0,9.6 BOX SNES NINTENDO 1996 USA,312132,67047,For Display Only,SUPER MARIO RPG: LEGEND OF THE SEVEN STARS,9.6,,,False
2019-11-24,660.0,9.8 A+ SEALED NES TOHO 1990 USA,7212,97053,Oval SOQ R,CIRCUS CAPER  - CAROLINA COLLECTION,9.8,A+,SEALED,False
2021-03-09,89.0,8.0 NS NO SEAL 2600 SPECTRAVISION 1983 USA,312110,67011,1982 Silver box,PLANET PATROL,8.0,,NO SEAL,False
